feedback_id,date,channel,customer_segment,plan_type,language,message,rating,product_area,sentiment_label,priority,resolved,response_time_hours,clean_message,message_length,word_count,month,is_negative,is_positive,is_critical,is_high_priority,is_unresolved,is_unresolved_critical
FB-00827,2025-08-10,support_ticket,small_business,enterprise,en,Unauthorized access to our workspace was not detected promptly. Our small team depends on this working reliably.,2,account_access,negative,high,False,68.8,unauthorized access to our workspace was not detected promptly our small team depends on this working reliably,110,17,8,True,False,False,True,True,False
FB-00828,2025-08-19,email,startup,free,en,The help docs are useful though sometimes out of date.,3,support,neutral,medium,True,24.4,the help docs are useful though sometimes out of date,53,10,8,False,False,False,False,False,False
FB-00829,2025-04-03,email,freelancer,free,es,"Las entregas por webhook fallan al azar y perdemos eventos críticos. Como freelancer, esto afecta mucho mi flujo de trabajo.",1,integrations,negative,high,True,39.5,las entregas por webhook fallan al azar y perdemos eventos críticos como freelancer esto afecta mucho mi flujo de trabajo,121,20,4,True,False,False,True,False,False
FB-00830,2025-06-18,nps_survey,startup,free,en,Recent feature releases align well with what we actually need.,5,features,positive,low,True,10.5,recent feature releases align well with what we actually need,61,10,6,False,True,False,False,False,False
FB-00831,2025-10-21,email,startup,free,es,La calidad del soporte varía según quién atienda el ticket.,3,support,neutral,low,True,6.4,la calidad del soporte varía según quién atienda el ticket,58,10,10,False,False,False,False,False,False
FB-00832,2025-03-03,support_ticket,startup,enterprise,en,Exported files are missing critical columns we need for compliance.,2,exports,negative,low,True,2.5,exported files are missing critical columns we need for compliance,66,10,3,True,False,False,False,False,False
FB-00833,2025-03-09,support_ticket,enterprise,pro,en,Unauthorized access to our workspace was not detected promptly. This affects multiple departments across our organization.,1,account_access,negative,critical,False,88.5,unauthorized access to our workspace was not detected promptly this affects multiple departments across our organization,120,16,3,True,False,True,False,True,True
FB-00834,2025-05-21,support_ticket,enterprise,pro,es,El rendimiento ha sido muy estable incluso en horas pico.,5,performance,positive,high,True,68.1,el rendimiento ha sido muy estable incluso en horas pico,56,10,5,False,True,False,True,False,False
FB-00835,2025-11-13,chat,freelancer,pro,es,"Las exportaciones funcionan pero los nombres de columnas podrían ser más consistentes. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,exports,neutral,medium,True,8.4,las exportaciones funcionan pero los nombres de columnas podrían ser más consistentes como freelancer esto afecta mucho mi flujo de trabajo,139,21,11,False,False,False,False,False,False
FB-00836,2025-07-08,support_ticket,freelancer,basic,en,We were left alone after signup with no clear next steps.,1,onboarding,negative,medium,False,12.4,we were left alone after signup with no clear next steps,56,11,7,True,False,False,False,True,False
FB-00837,2025-12-24,nps_survey,enterprise,pro,es,Las nuevas funciones encajan bien con lo que realmente necesitamos.,4,features,positive,medium,True,13.9,las nuevas funciones encajan bien con lo que realmente necesitamos,66,10,12,False,True,False,False,False,False
FB-00838,2025-10-23,email,freelancer,basic,es,El soporte de incorporación prometido nunca llegó.,1,onboarding,negative,high,False,40.3,el soporte de incorporación prometido nunca llegó,49,7,10,True,False,False,True,True,False
FB-00839,2025-12-22,nps_survey,small_business,basic,en,"Performance is acceptable most days, with occasional slowdowns. Our small team depends on this working reliably.",3,performance,neutral,high,True,39.3,performance is acceptable most days with occasional slowdowns our small team depends on this working reliably,109,16,12,False,False,False,True,False,False
FB-00840,2025-04-17,contact_form,freelancer,pro,en,Training materials helped us adopt the platform quickly. We upgraded to Pro specifically for better service.,5,onboarding,positive,low,True,13.1,training materials helped us adopt the platform quickly we upgraded to pro specifically for better service,106,16,4,False,True,False,False,False,False
FB-00841,2025-07-24,review,enterprise,basic,en,Recent feature releases align well with what we actually need. This affects multiple departments across our organization.,5,features,positive,low,True,22.9,recent feature releases align well with what we actually need this affects multiple departments across our organization,119,17,7,False,True,False,False,False,False
FB-00842,2025-05-04,email,freelancer,free,es,La interfaz es confusa y nuestro equipo lucha con ella a diario. Estamos en el plan gratuito pero esperamos un mínimo de estabilidad.,1,usability,negative,medium,True,26.1,la interfaz es confusa y nuestro equipo lucha con ella a diario estamos en el plan gratuito pero esperamos un mínimo de estabilidad,131,23,5,True,False,False,False,False,False
FB-00843,2025-03-19,nps_survey,enterprise,basic,en,Zapier integration connected our stack in under an hour.,4,integrations,positive,low,True,4.2,zapier integration connected our stack in under an hour,55,9,3,False,True,False,False,False,False
FB-00844,2025-04-01,contact_form,small_business,enterprise,en,"We got started eventually, but documentation could be better organized.",3,onboarding,neutral,low,True,17.0,we got started eventually but documentation could be better organized,69,10,4,False,False,False,False,False,False
FB-00845,2025-10-22,contact_form,freelancer,free,en,"Performance has been rock solid even during peak usage. As a freelancer, this matters a lot to my workflow.",5,performance,positive,medium,True,43.3,performance has been rock solid even during peak usage as a freelancer this matters a lot to my workflow,104,19,10,False,True,False,False,False,False
FB-00846,2025-09-11,contact_form,small_business,pro,es,La documentación de onboarding está desactualizada y contradice la interfaz. Nuestro equipo pequeño depende de que esto funcione bien.,1,onboarding,negative,medium,True,36.2,la documentación de onboarding está desactualizada y contradice la interfaz nuestro equipo pequeño depende de que esto funcione bien,132,19,9,True,False,False,False,False,False
FB-00847,2025-06-06,nps_survey,agency,enterprise,en,"The app runs fine, though dashboards take a few extra seconds. We manage several client accounts and this is blocking delivery.",3,performance,neutral,medium,True,14.7,the app runs fine though dashboards take a few extra seconds we manage several client accounts and this is blocking delivery,124,21,6,False,False,False,False,False,False
FB-00848,2025-05-16,nps_survey,freelancer,basic,es,"La interfaz es confusa y nuestro equipo lucha con ella a diario. Como freelancer, esto afecta mucho mi flujo de trabajo.",2,usability,negative,medium,True,22.1,la interfaz es confusa y nuestro equipo lucha con ella a diario como freelancer esto afecta mucho mi flujo de trabajo,117,21,5,True,False,False,False,False,False
FB-00849,2025-01-24,chat,enterprise,free,en,Exported files are missing critical columns we need for compliance.,2,exports,negative,high,False,36.0,exported files are missing critical columns we need for compliance,66,10,1,True,False,False,True,True,False
FB-00850,2025-09-09,review,startup,enterprise,es,"La velocidad es promedio comparada con herramientas similares. Como clientes enterprise, esperamos atención prioritaria.",3,performance,neutral,medium,True,22.6,la velocidad es promedio comparada con herramientas similares como clientes enterprise esperamos atención prioritaria,117,14,9,False,False,False,False,False,False
FB-00851,2025-02-27,support_ticket,agency,enterprise,en,We're paying enterprise rates but getting basic-level service.,1,pricing,negative,high,False,85.7,we re paying enterprise rates but getting basic level service,61,10,2,True,False,False,True,True,False
FB-00852,2025-07-04,contact_form,small_business,enterprise,en,"The reporting module lacks basic filters we need daily. As enterprise customers, we expect priority handling.",2,features,negative,medium,True,46.6,the reporting module lacks basic filters we need daily as enterprise customers we expect priority handling,106,16,7,True,False,False,False,False,False
FB-00853,2025-12-14,contact_form,small_business,pro,es,No podemos exportar datos históricos más allá de 30 días en nuestro plan.,1,exports,negative,critical,False,85.1,no podemos exportar datos históricos más allá de 30 días en nuestro plan,72,13,12,True,False,True,False,True,True
FB-00854,2025-08-21,support_ticket,freelancer,enterprise,es,"No podemos usar la mitad de las funciones porque tienen errores. Como freelancer, esto afecta mucho mi flujo de trabajo.",2,features,negative,high,True,73.4,no podemos usar la mitad de las funciones porque tienen errores como freelancer esto afecta mucho mi flujo de trabajo,117,20,8,True,False,False,True,False,False
FB-00855,2025-06-05,chat,agency,basic,en,We can't connect our internal tools because OAuth keeps failing. We manage several client accounts and this is blocking delivery.,2,integrations,negative,critical,True,52.9,we can t connect our internal tools because oauth keeps failing we manage several client accounts and this is blocking delivery,127,21,6,True,False,True,False,False,False
FB-00856,2025-08-09,nps_survey,startup,free,en,Speed is average compared to similar tools we've used. We're on the free plan but still expect basic reliability.,3,performance,neutral,low,True,9.7,speed is average compared to similar tools we ve used we re on the free plan but still expect basic reliability,111,21,8,False,False,False,False,False,False
FB-00857,2025-02-14,nps_survey,agency,basic,es,Configurar webhooks requirió troubleshooting adicional de nuestro lado. Gestionamos varias cuentas de clientes y esto nos está frenando.,3,integrations,neutral,high,False,55.1,configurar webhooks requirió troubleshooting adicional de nuestro lado gestionamos varias cuentas de clientes y esto nos está frenando,134,18,2,False,False,False,True,True,False
FB-00858,2025-12-14,support_ticket,startup,basic,es,La sección de facturación es funcional pero no muy intuitiva. Estamos creciendo rápido y necesitamos una solución pronto.,3,billing,neutral,high,False,31.1,la sección de facturación es funcional pero no muy intuitiva estamos creciendo rápido y necesitamos una solución pronto,119,18,12,False,False,False,True,True,False
FB-00859,2025-12-14,nps_survey,agency,enterprise,en,"I can't reset my password and support hasn't helped in days. As enterprise customers, we expect priority handling.",2,account_access,negative,high,True,54.0,i can t reset my password and support hasn t helped in days as enterprise customers we expect priority handling,111,20,12,True,False,False,True,False,False
FB-00860,2025-07-12,review,enterprise,basic,en,Reports generate quickly even with large datasets. This affects multiple departments across our organization.,5,performance,positive,medium,True,28.2,reports generate quickly even with large datasets this affects multiple departments across our organization,107,14,7,False,True,False,False,False,False
FB-00861,2025-07-30,contact_form,enterprise,enterprise,es,Las exportaciones CSV corrompen caracteres especiales en nuestros datos internacionales. Esto impacta a varios departamentos de nuestra organización.,2,exports,negative,medium,False,24.8,las exportaciones csv corrompen caracteres especiales en nuestros datos internacionales esto impacta a varios departamentos de nuestra organización,147,18,7,True,False,False,False,True,False
FB-00862,2025-03-07,review,agency,pro,es,Entendemos el modelo de precios pero los add-ons podrían ser más claros. Gestionamos varias cuentas de clientes y esto nos está frenando.,3,pricing,neutral,high,False,33.1,entendemos el modelo de precios pero los add ons podrían ser más claros gestionamos varias cuentas de clientes y esto nos está frenando,135,23,3,False,False,False,True,True,False
FB-00863,2025-01-29,contact_form,freelancer,free,es,La documentación de la API es clara y los webhooks funcionan de forma consistente.,4,integrations,positive,medium,True,19.6,la documentación de la api es clara y los webhooks funcionan de forma consistente,81,14,1,False,True,False,False,False,False
FB-00864,2025-12-26,chat,agency,free,en,My subscription renewed without warning and I can't get a refund.,2,billing,negative,medium,True,43.8,my subscription renewed without warning and i can t get a refund,64,12,12,True,False,False,False,False,False
FB-00865,2025-11-16,contact_form,freelancer,enterprise,en,"Essential features are locked behind the most expensive tier. As a freelancer, this matters a lot to my workflow.",1,pricing,negative,high,False,32.7,essential features are locked behind the most expensive tier as a freelancer this matters a lot to my workflow,110,19,11,True,False,False,True,True,False
FB-00866,2025-07-20,support_ticket,agency,enterprise,es,"El rendimiento es aceptable la mayoría de los días, con lentitudes ocasionales. Como clientes enterprise, esperamos atención prioritaria.",3,performance,neutral,high,True,37.3,el rendimiento es aceptable la mayoría de los días con lentitudes ocasionales como clientes enterprise esperamos atención prioritaria,133,18,7,False,False,False,True,False,False
FB-00867,2025-12-03,review,agency,enterprise,es,Las integraciones funcionan para herramientas comunes pero faltan conectores de nicho. Gestionamos varias cuentas de clientes y esto nos está frenando.,3,integrations,neutral,medium,True,15.4,las integraciones funcionan para herramientas comunes pero faltan conectores de nicho gestionamos varias cuentas de clientes y esto nos está frenando,149,21,12,False,False,False,False,False,False
FB-00868,2025-09-01,contact_form,agency,basic,es,La usabilidad es decente; algunas acciones requieren demasiados clics. Gestionamos varias cuentas de clientes y esto nos está frenando.,3,usability,neutral,medium,True,46.4,la usabilidad es decente algunas acciones requieren demasiados clics gestionamos varias cuentas de clientes y esto nos está frenando,132,19,9,False,False,False,False,False,False
FB-00869,2025-08-02,chat,freelancer,enterprise,en,"Price is okay for now; we'll reassess at renewal. As a freelancer, this matters a lot to my workflow.",3,pricing,neutral,medium,True,12.8,price is okay for now we ll reassess at renewal as a freelancer this matters a lot to my workflow,97,20,8,False,False,False,False,False,False
FB-00870,2025-01-22,chat,agency,enterprise,en,Transparent pricing with no hidden fees is a big plus.,5,pricing,positive,low,True,23.6,transparent pricing with no hidden fees is a big plus,53,10,1,False,True,False,False,False,False
FB-00871,2025-09-20,nps_survey,agency,enterprise,es,La integración con Slack mantiene al equipo sincronizado sin cambiar de contexto. Gestionamos varias cuentas de clientes y esto nos está frenando.,4,integrations,positive,medium,True,30.5,la integración con slack mantiene al equipo sincronizado sin cambiar de contexto gestionamos varias cuentas de clientes y esto nos está frenando,144,22,9,False,True,False,False,False,False
FB-00872,2025-02-04,chat,startup,enterprise,en,We keep clicking the wrong buttons because labels are unclear. We're scaling fast and need this resolved quickly.,1,usability,negative,medium,True,31.0,we keep clicking the wrong buttons because labels are unclear we re scaling fast and need this resolved quickly,111,19,2,True,False,False,False,False,False
FB-00873,2025-10-27,email,startup,pro,es,No podemos conectar nuestras herramientas internas porque OAuth falla constantemente. Estamos creciendo rápido y necesitamos una solución pronto.,1,integrations,negative,high,False,40.7,no podemos conectar nuestras herramientas internas porque oauth falla constantemente estamos creciendo rápido y necesitamos una solución pronto,143,18,10,True,False,False,True,True,False
FB-00874,2025-02-23,contact_form,small_business,basic,en,Scheduled exports to our data warehouse work flawlessly.,5,exports,positive,low,True,3.4,scheduled exports to our data warehouse work flawlessly,55,8,2,False,True,False,False,False,False
FB-00875,2025-03-31,nps_survey,startup,free,es,El rendimiento ha sido muy estable incluso en horas pico. Estamos creciendo rápido y necesitamos una solución pronto.,5,performance,positive,medium,True,33.5,el rendimiento ha sido muy estable incluso en horas pico estamos creciendo rápido y necesitamos una solución pronto,115,18,3,False,True,False,False,False,False
FB-00876,2025-04-14,email,startup,basic,es,"El costo es razonable, aunque nos gustarían más opciones intermedias. Estamos creciendo rápido y necesitamos una solución pronto.",3,pricing,neutral,medium,True,39.6,el costo es razonable aunque nos gustarían más opciones intermedias estamos creciendo rápido y necesitamos una solución pronto,126,18,4,False,False,False,False,False,False
FB-00877,2025-07-04,support_ticket,small_business,free,en,Our team loses hours every week waiting for pages to load.,1,performance,negative,medium,True,46.3,our team loses hours every week waiting for pages to load,57,11,7,True,False,False,False,False,False
FB-00878,2025-09-14,contact_form,small_business,enterprise,en,"We can export data, but large exports sometimes time out. Our small team depends on this working reliably.",3,exports,neutral,low,True,20.8,we can export data but large exports sometimes time out our small team depends on this working reliably,103,18,9,False,False,False,False,False,False
FB-00879,2025-03-07,support_ticket,agency,free,es,El equipo abandonó la configuración tras varios callejones sin salida. Gestionamos varias cuentas de clientes y esto nos está frenando.,1,onboarding,negative,high,True,62.9,el equipo abandonó la configuración tras varios callejones sin salida gestionamos varias cuentas de clientes y esto nos está frenando,133,20,3,True,False,False,True,False,False
FB-00880,2025-12-27,support_ticket,startup,enterprise,en,We understand the pricing model but wish add-ons were clearer. We're scaling fast and need this resolved quickly.,3,pricing,neutral,high,False,93.7,we understand the pricing model but wish add ons were clearer we re scaling fast and need this resolved quickly,111,20,12,False,False,False,True,True,False
FB-00881,2025-07-24,support_ticket,agency,pro,en,We've waited over a week with no response from support.,2,support,negative,high,False,94.9,we ve waited over a week with no response from support,54,11,7,True,False,False,True,True,False
FB-00882,2025-01-31,contact_form,small_business,pro,es,Las nuevas funciones encajan bien con lo que realmente necesitamos. Nuestro equipo pequeño depende de que esto funcione bien.,5,features,positive,low,True,18.7,las nuevas funciones encajan bien con lo que realmente necesitamos nuestro equipo pequeño depende de que esto funcione bien,123,19,1,False,True,False,False,False,False
FB-00883,2025-06-27,support_ticket,agency,free,es,"El rendimiento es aceptable la mayoría de los días, con lentitudes ocasionales.",3,performance,neutral,critical,False,57.7,el rendimiento es aceptable la mayoría de los días con lentitudes ocasionales,77,12,6,False,False,True,False,True,True
FB-00884,2025-01-19,email,freelancer,free,en,We keep clicking the wrong buttons because labels are unclear.,1,usability,negative,medium,True,42.0,we keep clicking the wrong buttons because labels are unclear,61,10,1,True,False,False,False,False,False
FB-00885,2025-12-16,review,small_business,enterprise,en,"Invoices are clear and payments process without issues. As enterprise customers, we expect priority handling.",5,billing,positive,low,True,11.5,invoices are clear and payments process without issues as enterprise customers we expect priority handling,106,15,12,False,True,False,False,False,False
FB-00886,2025-06-30,chat,agency,pro,en,We've experienced severe timeouts during business-critical operations. We manage several client accounts and this is blocking delivery.,2,performance,negative,high,True,30.6,we ve experienced severe timeouts during business critical operations we manage several client accounts and this is blocking delivery,133,19,6,True,False,False,True,False,False
FB-00887,2025-01-30,support_ticket,freelancer,basic,en,"Integrations work for common tools but niche connectors are missing. As a freelancer, this matters a lot to my workflow.",3,integrations,neutral,high,True,44.3,integrations work for common tools but niche connectors are missing as a freelancer this matters a lot to my workflow,117,20,1,False,False,False,True,False,False
FB-00888,2025-02-09,nps_survey,freelancer,free,en,Our account manager has been proactive and very helpful. We're on the free plan but still expect basic reliability.,5,support,positive,medium,True,43.9,our account manager has been proactive and very helpful we re on the free plan but still expect basic reliability,113,20,2,False,True,False,False,False,False
FB-00889,2025-12-01,review,agency,pro,en,We find the Pro plan offers excellent ROI for our team size. We upgraded to Pro specifically for better service.,5,pricing,positive,high,True,27.9,we find the pro plan offers excellent roi for our team size we upgraded to pro specifically for better service,110,20,12,False,True,False,True,False,False
FB-00890,2025-03-12,chat,freelancer,basic,es,"Las cuentas de admin perdieron permisos tras la última actualización de seguridad. Como freelancer, esto afecta mucho mi flujo de trabajo.",2,account_access,negative,high,True,76.2,las cuentas de admin perdieron permisos tras la última actualización de seguridad como freelancer esto afecta mucho mi flujo de trabajo,135,21,3,True,False,False,True,False,False
FB-00891,2025-01-11,review,enterprise,free,en,Live chat support was knowledgeable and friendly. We're on the free plan but still expect basic reliability.,5,support,positive,medium,True,46.6,live chat support was knowledgeable and friendly we re on the free plan but still expect basic reliability,106,18,1,False,True,False,False,False,False
FB-00892,2025-07-16,support_ticket,freelancer,enterprise,es,"El SSO funciona la mayoría del tiempo con fallos ocasionales. Como freelancer, esto afecta mucho mi flujo de trabajo.",3,account_access,neutral,high,True,37.3,el sso funciona la mayoría del tiempo con fallos ocasionales como freelancer esto afecta mucho mi flujo de trabajo,114,19,7,False,False,False,True,False,False
FB-00893,2025-11-08,chat,startup,free,en,We're paying enterprise rates but getting basic-level service.,2,pricing,negative,low,True,18.7,we re paying enterprise rates but getting basic level service,61,10,11,True,False,False,False,False,False
FB-00894,2025-02-25,nps_survey,enterprise,free,en,SSO works most of the time with occasional hiccups.,3,account_access,neutral,high,True,95.3,sso works most of the time with occasional hiccups,50,9,2,False,False,False,True,False,False
FB-00895,2025-03-25,email,agency,pro,es,Un acceso no autorizado a nuestro workspace no fue detectado a tiempo.,1,account_access,negative,critical,False,81.7,un acceso no autorizado a nuestro workspace no fue detectado a tiempo,69,12,3,True,False,True,False,True,True
FB-00896,2025-06-22,contact_form,agency,pro,es,Perdemos horas cada semana esperando que carguen las páginas. Gestionamos varias cuentas de clientes y esto nos está frenando.,1,performance,negative,critical,False,78.1,perdemos horas cada semana esperando que carguen las páginas gestionamos varias cuentas de clientes y esto nos está frenando,124,19,6,True,False,True,False,True,True
FB-00897,2025-05-16,contact_form,startup,pro,en,Admin accounts lost permissions after the last security update. We're scaling fast and need this resolved quickly.,1,account_access,negative,low,True,2.8,admin accounts lost permissions after the last security update we re scaling fast and need this resolved quickly,112,18,5,True,False,False,False,False,False
FB-00898,2025-05-22,nps_survey,freelancer,free,en,API documentation is clear and webhooks fire consistently.,4,integrations,positive,medium,True,18.4,api documentation is clear and webhooks fire consistently,57,8,5,False,True,False,False,False,False
FB-00899,2025-04-30,chat,agency,free,en,The interface is very intuitive; I configured everything in minutes. We're on the free plan but still expect basic reliability.,5,usability,positive,low,True,9.0,the interface is very intuitive i configured everything in minutes we re on the free plan but still expect basic reliability,124,21,4,False,True,False,False,False,False
FB-00900,2025-01-09,email,startup,pro,en,The invoice total doesn't match what I agreed to at checkout. We upgraded to Pro specifically for better service.,1,billing,negative,critical,True,108.8,the invoice total doesn t match what i agreed to at checkout we upgraded to pro specifically for better service,111,20,1,True,False,True,False,False,False
FB-00901,2025-12-15,support_ticket,agency,pro,en,Support keeps redirecting us without offering real solutions. We manage several client accounts and this is blocking delivery.,1,support,negative,low,True,2.5,support keeps redirecting us without offering real solutions we manage several client accounts and this is blocking delivery,124,18,12,True,False,False,False,False,False
FB-00902,2025-05-31,email,startup,enterprise,en,Key features advertised on the website simply don't exist yet. We're scaling fast and need this resolved quickly.,1,features,negative,critical,False,157.4,key features advertised on the website simply don t exist yet we re scaling fast and need this resolved quickly,111,20,5,True,False,True,False,True,True
FB-00903,2025-04-21,support_ticket,agency,pro,en,Live chat support was knowledgeable and friendly. We upgraded to Pro specifically for better service.,5,support,positive,medium,True,47.9,live chat support was knowledgeable and friendly we upgraded to pro specifically for better service,99,15,4,False,True,False,False,False,False
FB-00904,2025-10-03,support_ticket,agency,enterprise,en,We've waited over a week with no response from support.,1,support,negative,medium,True,29.0,we ve waited over a week with no response from support,54,11,10,True,False,False,False,False,False
FB-00905,2025-06-18,chat,startup,basic,es,La documentación es útil aunque a veces está desactualizada.,3,support,neutral,high,True,46.7,la documentación es útil aunque a veces está desactualizada,59,9,6,False,False,False,True,False,False
FB-00906,2025-02-10,support_ticket,enterprise,pro,es,No podemos exportar datos históricos más allá de 30 días en nuestro plan. Pasamos al plan Pro justamente por un mejor servicio.,1,exports,negative,high,True,40.6,no podemos exportar datos históricos más allá de 30 días en nuestro plan pasamos al plan pro justamente por un mejor servicio,125,22,2,True,False,False,True,False,False
FB-00907,2025-12-12,chat,small_business,enterprise,en,"It works once you learn where things are, but there's a learning curve.",3,usability,neutral,high,True,32.5,it works once you learn where things are but there s a learning curve,69,14,12,False,False,False,True,False,False
FB-00908,2025-08-21,chat,small_business,basic,en,The interface is confusing and our team struggles daily. Our small team depends on this working reliably.,1,usability,negative,medium,False,36.5,the interface is confusing and our team struggles daily our small team depends on this working reliably,103,17,8,True,False,False,False,True,False
FB-00909,2025-12-20,chat,enterprise,free,en,Important actions are buried under too many nested menus. We're on the free plan but still expect basic reliability.,2,usability,negative,high,False,89.1,important actions are buried under too many nested menus we re on the free plan but still expect basic reliability,114,20,12,True,False,False,True,True,False
FB-00910,2025-06-22,nps_survey,startup,free,en,API documentation is clear and webhooks fire consistently.,5,integrations,positive,medium,True,37.5,api documentation is clear and webhooks fire consistently,57,8,6,False,True,False,False,False,False
FB-00911,2025-09-02,nps_survey,enterprise,pro,es,La documentación de onboarding está desactualizada y contradice la interfaz.,2,onboarding,negative,high,False,60.7,la documentación de onboarding está desactualizada y contradice la interfaz,75,10,9,True,False,False,True,True,False
FB-00912,2025-06-14,review,enterprise,enterprise,es,Un acceso no autorizado a nuestro workspace no fue detectado a tiempo. Esto impacta a varios departamentos de nuestra organización.,2,account_access,negative,high,True,79.7,un acceso no autorizado a nuestro workspace no fue detectado a tiempo esto impacta a varios departamentos de nuestra organización,129,20,6,True,False,False,True,False,False
FB-00913,2025-05-27,review,agency,enterprise,es,Los flujos personalizados son potentes y flexibles. Gestionamos varias cuentas de clientes y esto nos está frenando.,5,features,positive,low,True,2.9,los flujos personalizados son potentes y flexibles gestionamos varias cuentas de clientes y esto nos está frenando,114,17,5,False,True,False,False,False,False
FB-00914,2025-02-20,contact_form,startup,pro,es,Cerraron nuestro ticket sin resolver el problema de verdad. Estamos creciendo rápido y necesitamos una solución pronto.,1,support,negative,medium,True,25.6,cerraron nuestro ticket sin resolver el problema de verdad estamos creciendo rápido y necesitamos una solución pronto,117,17,2,True,False,False,False,False,False
FB-00915,2025-03-14,review,small_business,pro,es,El precio es justo por el valor que obtenemos de la plataforma. Nuestro equipo pequeño depende de que esto funcione bien.,5,pricing,positive,critical,False,51.3,el precio es justo por el valor que obtenemos de la plataforma nuestro equipo pequeño depende de que esto funcione bien,119,21,3,False,True,True,False,True,True
FB-00916,2025-09-08,support_ticket,small_business,free,es,Nuestra integración con el CRM se rompió tras el último release y los datos están desincronizados. Nuestro equipo pequeño depende de que esto funcione bien.,1,integrations,negative,high,False,54.7,nuestra integración con el crm se rompió tras el último release y los datos están desincronizados nuestro equipo pequeño depende de que esto funcione bien,154,25,9,True,False,False,True,True,False
FB-00917,2025-08-16,chat,freelancer,free,en,CSV exports corrupt special characters in our international data. We're on the free plan but still expect basic reliability.,1,exports,negative,medium,True,34.7,csv exports corrupt special characters in our international data we re on the free plan but still expect basic reliability,122,20,8,True,False,False,False,False,False
FB-00918,2025-09-17,nps_survey,startup,basic,en,"We got an answer, but had to follow up twice. We're scaling fast and need this resolved quickly.",3,support,neutral,medium,True,28.5,we got an answer but had to follow up twice we re scaling fast and need this resolved quickly,93,19,9,False,False,False,False,False,False
FB-00919,2025-02-21,support_ticket,freelancer,enterprise,en,"We can't use half the features because they're buggy. As a freelancer, this matters a lot to my workflow.",2,features,negative,high,False,69.1,we can t use half the features because they re buggy as a freelancer this matters a lot to my workflow,102,21,2,True,False,False,True,True,False
FB-00920,2025-12-11,contact_form,enterprise,basic,en,The help docs are useful though sometimes out of date. This affects multiple departments across our organization.,3,support,neutral,low,True,19.9,the help docs are useful though sometimes out of date this affects multiple departments across our organization,111,17,12,False,False,False,False,False,False
FB-00921,2025-01-02,contact_form,freelancer,basic,en,"Usability is decent; some actions require too many clicks. As a freelancer, this matters a lot to my workflow.",3,usability,neutral,low,True,6.6,usability is decent some actions require too many clicks as a freelancer this matters a lot to my workflow,106,19,1,False,False,False,False,False,False
FB-00922,2025-11-23,review,agency,basic,es,Precios transparentes sin cargos ocultos es una gran ventaja.,4,pricing,positive,medium,True,17.3,precios transparentes sin cargos ocultos es una gran ventaja,60,9,11,False,True,False,False,False,False
FB-00923,2025-10-06,nps_survey,enterprise,pro,es,Las opciones de exportación cubren la mayoría de necesidades con algunas brechas. Esto impacta a varios departamentos de nuestra organización.,3,exports,neutral,high,True,93.3,las opciones de exportación cubren la mayoría de necesidades con algunas brechas esto impacta a varios departamentos de nuestra organización,140,20,10,False,False,False,True,False,False
FB-00924,2025-04-01,nps_survey,enterprise,free,en,We rely on daily exports and they've been 100% reliable.,4,exports,positive,low,True,4.8,we rely on daily exports and they ve been 100 reliable,54,11,4,False,True,False,False,False,False
FB-00925,2025-05-29,chat,small_business,free,en,We can't export historical data beyond 30 days on our plan.,2,exports,negative,high,True,79.6,we can t export historical data beyond 30 days on our plan,58,12,5,True,False,False,True,False,False
FB-00926,2025-07-24,nps_survey,enterprise,enterprise,en,"We got started eventually, but documentation could be better organized. As enterprise customers, we expect priority handling.",3,onboarding,neutral,medium,True,21.6,we got started eventually but documentation could be better organized as enterprise customers we expect priority handling,121,17,7,False,False,False,False,False,False
FB-00927,2025-11-17,support_ticket,small_business,basic,en,Onboarding was fine but took longer than the sales demo suggested.,3,onboarding,neutral,low,True,15.3,onboarding was fine but took longer than the sales demo suggested,65,11,11,False,False,False,False,False,False
FB-00928,2025-06-30,support_ticket,freelancer,pro,es,Me cobraron dos veces este mes y el soporte no ha respondido.,1,billing,negative,critical,False,66.8,me cobraron dos veces este mes y el soporte no ha respondido,60,12,6,True,False,True,False,True,True
FB-00929,2025-06-19,email,small_business,pro,en,Support quality varies depending on who handles the ticket. Our small team depends on this working reliably.,3,support,neutral,low,True,22.7,support quality varies depending on who handles the ticket our small team depends on this working reliably,106,17,6,False,False,False,False,False,False
FB-00930,2025-01-22,support_ticket,enterprise,enterprise,es,La API devuelve errores inconsistentes sin documentación útil. Esto impacta a varios departamentos de nuestra organización.,1,integrations,negative,medium,True,35.5,la api devuelve errores inconsistentes sin documentación útil esto impacta a varios departamentos de nuestra organización,121,16,1,True,False,False,False,False,False
FB-00931,2025-03-09,support_ticket,enterprise,enterprise,en,"Speed is average compared to similar tools we've used. As enterprise customers, we expect priority handling.",3,performance,neutral,critical,False,132.4,speed is average compared to similar tools we ve used as enterprise customers we expect priority handling,105,17,3,False,False,True,False,True,True
FB-00932,2025-02-18,contact_form,agency,basic,en,The billing section is functional but not particularly intuitive. We manage several client accounts and this is blocking delivery.,3,billing,neutral,high,True,46.5,the billing section is functional but not particularly intuitive we manage several client accounts and this is blocking delivery,128,19,2,False,False,False,True,False,False
